"model_id","reference_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"cc-XGBHybrid",2025-10-04,243.390434782609,405,0.333333333333333,1,3
"cc-XGBHybrid",2025-10-11,286.396666666667,395.666666666667,0.333333333333333,1,3
"cc-XGBHybrid",2025-10-18,277.433913043478,444,1,1,3
"cc-XGBHybrid",2025-10-25,250.865362318841,325,1,1,3
"cc-XGBHybrid",2025-11-01,352.386086956522,489.333333333333,0.666666666666667,1,3
"cc-XGBHybrid",2025-11-08,556.385072463768,878,0.333333333333333,1,3
"cc-XGBHybrid",2025-11-15,978.490579710145,1461,0.333333333333333,1,3
"cc-XGBHybrid",2025-11-22,1147.24913043478,1628.33333333333,0.333333333333333,0.666666666666667,3
"cc-XGBHybrid",2025-11-29,2995.39434782609,3852.33333333333,0.333333333333333,0.333333333333333,3
"cc-XGBHybrid",2025-12-06,6884.53086956522,9665.33333333333,0,0.333333333333333,3
"cc-XGBHybrid",2025-12-13,10843.6530434783,15461.6666666667,0,0,3
"cc-XGBHybrid",2025-12-20,10623.5444927536,15664.6666666667,0,0.333333333333333,3
"cc-XGBHybrid",2025-12-27,3673.30623188406,5486.33333333333,0.666666666666667,1,3
"cc-XGBHybrid",2026-01-03,7422.52,15914.6666666667,0.333333333333333,1,3
"cc-XGBHybrid",2026-01-10,6183.48449275362,13233.6666666667,0.333333333333333,1,3
"cc-XGBHybrid",2026-01-17,2708.9015942029,3582.66666666667,0.666666666666667,1,3
"cc-XGBHybrid",2026-01-24,1803.34275362319,1149,1,1,3
"cc-XGBHybrid",2026-01-31,1876.40492753623,2055,0.333333333333333,1,3
"cc-XGBHybrid",2026-02-07,1003.30710144928,1243,1,1,3
"cc-XGBHybrid",2026-02-14,1093.43275362319,1503,0.333333333333333,1,3
"cc-XGBHybrid",2026-02-21,1014.79231884058,1512,0,1,3
"cc-XGBHybrid",2026-02-28,1008.98536231884,1493,0.333333333333333,1,3
"cc-XGBHybrid",2026-03-07,1180.89333333333,1597,0.333333333333333,1,3
"cc-XGBHybrid",2026-03-14,1600.12420289855,2060.66666666667,0.333333333333333,1,3
"cc-XGBHybrid",2026-03-21,1495.68376811594,2273,0,1,3
"cc-XGBHybrid",2026-03-28,453.257536231884,384,0.333333333333333,1,3
"cc-XGBHybrid",2026-04-04,371.113768115942,627.333333333333,0.333333333333333,1,3
"cc-XGBHybrid",2026-04-11,359.59,470.333333333333,0.333333333333333,1,3
"cc-XGBHybrid",2026-04-18,234.706666666667,229.333333333333,1,1,3
"cc-XGBHybrid",2026-04-25,199.946231884058,173.333333333333,1,1,3
"cc-XGBHybrid",2026-05-02,162.651594202899,37.3333333333333,1,1,3
"cc-XGBHybrid",2026-05-09,153.595652173913,69.3333333333333,1,1,3
"cc-XGBHybrid",2026-05-16,131.898985507246,92.3333333333333,1,1,3
"sukhyun-XGBoost",2025-09-27,554.390724637681,158.333333333333,1,1,3
"sukhyun-XGBoost",2025-10-04,516.644782608696,242,1,1,3
"sukhyun-XGBoost",2025-10-11,537.35,158.333333333333,1,1,3
"sukhyun-XGBoost",2025-10-18,558.213623188406,227,1,1,3
"sukhyun-XGBoost",2025-10-25,597.597246376812,668.666666666667,1,1,3
"sukhyun-XGBoost",2025-11-01,712.363043478261,1119.66666666667,1,1,3
"sukhyun-XGBoost",2025-11-08,905.367101449275,1605.33333333333,1,1,3
"sukhyun-XGBoost",2025-11-15,1273.30014492754,2420.33333333333,0.666666666666667,1,3
"sukhyun-XGBoost",2025-11-22,1950.09115942029,3542,0.333333333333333,1,3
"sukhyun-XGBoost",2025-11-29,4713.48608695652,6802,0,0.666666666666667,3
"sukhyun-XGBoost",2025-12-06,11838.2428985507,14251.3333333333,0,0.333333333333333,3
"sukhyun-XGBoost",2025-12-13,17256.9286956522,19754.3333333333,0,0,3
"sukhyun-XGBoost",2025-12-20,6221.75623188406,7423.33333333333,0.333333333333333,0.333333333333333,3
"sukhyun-XGBoost",2025-12-27,21976.9792753623,24722,0,0,3
"sukhyun-XGBoost",2026-01-03,15205.2520289855,18002,0,0,3
"sukhyun-XGBoost",2026-01-10,1382.46405797101,2265.33333333333,0.666666666666667,1,3
"sukhyun-XGBoost",2026-01-17,3513.63782608696,5944.33333333333,0,1,3
"sukhyun-XGBoost",2026-01-24,1210.52376811594,1336.66666666667,0.666666666666667,1,3
"sukhyun-XGBoost",2026-01-31,2197.77391304348,3687.33333333333,0.333333333333333,1,3
"sukhyun-XGBoost",2026-02-07,2438.92826086957,4341.66666666667,0.333333333333333,1,3
"sukhyun-XGBoost",2026-02-14,3089.38057971014,5408.33333333333,0,1,3
"sukhyun-XGBoost",2026-02-21,1164.07,1815,1,1,3
"sukhyun-XGBoost",2026-02-28,1256.97144927536,2105.33333333333,1,1,3
"sukhyun-XGBoost",2026-03-07,2726.79391304348,4906,0,1,3
"sukhyun-XGBoost",2026-03-14,968.61347826087,1300,1,1,3
"sukhyun-XGBoost",2026-03-21,1527.23782608696,2846.33333333333,0.333333333333333,1,3
"sukhyun-XGBoost",2026-03-28,732.339130434783,576,1,1,3
"sukhyun-XGBoost",2026-04-04,1010.68101449275,1566.33333333333,1,1,3
"sukhyun-XGBoost",2026-04-11,656.852463768116,648,1,1,3
"sukhyun-XGBoost",2026-04-18,755.61884057971,640.666666666667,1,1,3
"sukhyun-XGBoost",2026-04-25,680.348985507246,287.333333333333,1,1,3
"sukhyun-XGBoost",2026-05-02,636.897391304348,71.3333333333333,1,1,3
"sukhyun-XGBoost",2026-05-09,649.026231884058,225,1,1,3
"sukhyun-XGBoost",2026-05-16,629.874347826087,192.333333333333,1,1,3
